"url","desc","time_string","hour","min","sec","time","type","total_time_in_secs","x"
"https://www.guinnessworldrecords.com/world-records/401487-fastest-half-marathon-dressed-as-a-television-character-female","Fastest half marathon dressed as a television character (female)","1 hr 56 min 48.6 sec",1,56,48.6,"1:56:48.6","half",7008.6,1
"https://www.guinnessworldrecords.com/world-records/380367-fastest%c2%a0half-marathon-dressed-as-a-videogame-character-male","Fastest half marathon dressed as a videogame character (male)","1 hr 31 min 59 sec",1,31,59,"1:31:59","half",5519,1
"https://www.guinnessworldrecords.com/world-records/fastest-half-marathon-dressed-as-a-television-character","Fastest half marathon dressed as a television character","1 hr 28 min 24 sec",1,28,24,"1:28:24","half",5304,0.990604585951929
"https://www.guinnessworldrecords.com/world-records/94955-fastest-half-marathon-dressed-as-a-gingerbread-man","Fastest half marathon dressed as a gingerbread person (male)","1 hr 29 min 00 sec",1,29,0,"1:29:00","half",5340,1.05314478336456
"https://www.guinnessworldrecords.com/world-records/556852-fastest-half-marathon-dressed-in-pyjamas-male","Fastest half marathon dressed in pyjamas (male)","1 hr 28 min 30 sec",1,28,30,"1:28:30","half",5310,0.970616266931235
"https://www.guinnessworldrecords.com/world-records/531906-fastest-half-marathon-dressed-in-a-baseball-uniform-male","Fastest half marathon dressed in a baseball uniform (male)","1 hr 48 min 9 sec",1,48,9,"1:48:09","half",6489,1
"https://www.guinnessworldrecords.com/world-records/112880-fastest-half-marathon-in-an-american-football-kit","Fastest half marathon dressed in an American football kit","1 hr 40 min 14 sec",1,40,14,"1:40:14","half",6014,0.980378562426918
"https://www.guinnessworldrecords.com/world-records/491558-fastest-half-marathon-dressed-in-an-ice-hockey-kit-male","Fastest half marathon dressed in an ice hockey kit (male)","1 hr 39 min 50.4 sec",1,39,50.4,"1:39:50.4","half",5990.4,1.01996488456784
"https://www.guinnessworldrecords.com/world-records/587093-fastest-half-marathon-dressed-in-full-quidditch-kit-male","Fastest half marathon dressed in full Quidditch kit (male)","1 hr 41 min 16 sec",1,41,16,"1:41:16","half",6076,1.037427042194
"https://www.guinnessworldrecords.com/world-records/370721-fastest-half-marathon-in-a-kilt","Fastest half marathon in highland dress","1 hr 43 min 44 sec",1,43,44,"1:43:44","half",6224,1.01891676449322
