"url","desc","time_string","hour","min","sec","time","type","total_time_in_secs","x"
"https://www.guinnessworldrecords.com/world-records/fastest-half-marathon-by-a-mascot","Fastest half marathon by a mascot (male)","1 hr 37 min 3 sec",1,37,3,"1:37:03","half",5823,0.96073434164398
"https://www.guinnessworldrecords.com/world-records/464891-fastest-half-marathon-in-a-four-person-costume","Fastest half marathon in a four-person costume","2 hr 36 min 56 sec",2,36,56,"2:36:56","half",9416,1
"https://www.guinnessworldrecords.com/world-records/571460-fastest-half-marathon-wearing-high-heels-female","Fastest half marathon wearing high heels (female)","3 hr 35 min 52 sec",3,35,52,"3:35:52","half",12952,1
"https://www.guinnessworldrecords.com/world-records/97351-fastest-half-marathon-carrying-golf-clubs","Fastest half marathon carrying golf clubs","1 hr 57 min 58.8 sec",1,57,58.8,"1:57:58.8","half",7078.8,1.01833189318392
"https://www.guinnessworldrecords.com/world-records/97517-fastest-half-marathon-in-superhero-costume-male","Fastest half marathon in superhero costume (male)","1 hr 9 min 33 sec",1,9,33,"1:09:33","half",4173,1
"https://www.guinnessworldrecords.com/world-records/464346-fastest-half-marathon-in-a-two-person-costume","Fastest half marathon in a two-person costume","2 hr 9 min 27.5 sec",2,9,27.5,"2:09:27.5","half",7767.5,1
"https://www.guinnessworldrecords.com/world-records/439522-fastest-half-marathon-wearing-a%c2%a0shalwar-kameez-male","Fastest half marathon wearing a shalwar kameez (male)","1 hr 30 min 23 sec",1,30,23,"1:30:23","half",5423,0.933417514567294
"https://www.guinnessworldrecords.com/world-records/114675-fastest-half-marathon-in-superhero-costume-female","Fastest half marathon in superhero costume (female)","1 hr 18 min 26 sec",1,18,26,"1:18:26","half",4706,1.01999708039485
"https://www.guinnessworldrecords.com/world-records/fastest-half-marathon-in-a-nurses-uniform-(male)","Fastest half marathon in a nurse's uniform (male)","1 hr 20 min 39 sec",1,20,39,"1:20:39","half",4839,1.03305402816526
"https://www.guinnessworldrecords.com/world-records/431655-fastest-half-marathon-in-a-suit-female","Fastest half marathon in a suit (female)","1 hr 36 min 37 sec",1,36,37,"1:36:37","half",5797,1.03949933128971
"https://www.guinnessworldrecords.com/world-records/fastest-half-marathon-in-a-two-person-pantomime-costume","Fastest half marathon in a two-person pantomime costume","1 hr 42 min 47 sec",1,42,47,"1:42:47","half",6167,1
"https://www.guinnessworldrecords.com/world-records/94509-fastest-half-marathon-in-full-military-uniform","Fastest half marathon in full military uniform","1 hr 39 min 40 sec",1,39,40,"1:39:40","half",5980,1
"https://www.guinnessworldrecords.com/world-records/400396-fastest-half-marathon-carrying-a-car-tyre-tire","Fastest half marathon carrying a car tyre","1 hr 35 min 58 sec",1,35,58,"1:35:58","half",5758,1.01999894899125
"https://www.guinnessworldrecords.com/world-records/445691-fastest-half-marathon-pushing-a-triple-pram-male","Fastest half marathon pushing a triple pram (male)","1 hr 51 min 29 sec",1,51,29,"1:51:29","half",6689,1
"https://www.guinnessworldrecords.com/world-records/fastest-half-marathon-in-a-firemans-uniform-","Fastest half  marathon in a firefighter's uniform (male)","1 h 38 min 20 sec",1,38,20,"1:38:20","half",5900,1.05569647367288
"https://www.guinnessworldrecords.com/world-records/97783-fastest-half-marathon-skipping-without-a-rope","Fastest half marathon skipping without a rope (male)","2 hr 12 min 46 sec",2,12,46,"2:12:46","half",7966,1
